CustomerService,FiturAplikasi,UserExperience,Verifikasi,content
0,1,1,0,"Aplikasi e wallet yang sangat bagus dan sesuai dengan kebutuhan anak muda saat ini. Proses topup menjadi lebih mudah, biaya murah dan transaksi cepat."
0,-1,-1,0,Aplikasi paling buruk..isi saldo g bisa masuk padahal udah kepotong....
0,1,1,0,"LinkAja sangat membantu saya untuk membayar berbagai macam transaksi cukup dengan mengelik ikon yang ada di aplikasi . Contohnya dapat membayar tagihan listrik , membeli pulsa atau paket data , membeli voucher games hingga berbagi uang ke teman atau anggota keluarga lainnya . Semuanya mudah dilakukan berkat tampilan antarmuka yang user - friendly banget. Saya sangat menyukai menggunakan LinkAja"
0,-1,-1,1,"Saya heran dengan aplikasi ini. Saya sudah daftar sudah verifikasi semuanya. Pas saya login kembali malah periksa koneksi internet Mulu, sampe skrg kagak bisa dibuka. Padahal internet lagi bagus, heran saya sama aplikasi ini."
0,-1,-1,0,Aplikasi jelek sering error sering gagal transaksi Lebih baik jangan di download saya kalo bukan tuntutan kerja saya gak bakalan mau pakai nih aplikasi
0,-1,-1,0,Ibu/bapak saya tidak bisa login kenapa iya padahal pin linkaja sudah benar and no ponsel saya sudah benar Tolong kejelasan nya
0,-1,-1,0,Aplikasinya eror terus perbaiki woiii !!! Ngecewain customer aja !!
-1,0,-1,0,"Emang tidak bagus menggunakan aplikasi ini respon hanya buat reset pin aja bisa buat pulsa habis . mending tidak usah pake aplikasi ini . CS nya di tlp malah gak di respon ngomongnya sama robot .gimna ini link aja ,orang itu mau yang mudah aja . lewat email gk aktif,lewat pertanyaan gak aktif harus lewat tlp .sudah di telepon malah ngomongnya sama robot bukan sama CS nya. gak ada hati nurani padahal itu duit punya kita."
0,1,1,0,"waktu pergi kerumah sodara, pulangnya lupa beli tiket kereta. akhirnya mendadak sodara bantu dg pakai apk ini, mudah banget, apalgi promonya jga banyak."
0,0,-1,0,Aplikasi gak jelas. Gak ada solusi. Uda 3hari masih gak bisa dipakek.
0,-1,1,0,Aplikasi ini awalnya bagus cuma skrg kl mau top up dri rekening sudah ada biaya tambahan
0,1,1,0,"Rekomendasi banget buat orangÂ² yang nda mau ribett,terdapat banyak fiturÂ² yang mempermudah pengguna"
-1,-1,-1,0,"Saya audah update saldo emoney, tapi saldo yg saya top-Upkan tidak masuk. Customernya ndabisa dihubungi."
-1,-1,-1,0,"saldo kepotong saat tarik tunai melalui atm tapi uang tidk keluar dari atm. customer servise susah d hubungi via telpon,live chat,email. tidak ada jawaban. al hasil sampai saat ini entah bagai mana uang yang sudah kepotong"
-1,-1,-1,0,tolong dong layanan servisnya di perbaiki saya dari kemarin sampe skarang masih belum bisa menyelesaikan masalah tranfer saya udah tlp beberapa kali belum bisa nyambung cuma ngabisin pulsa doang bukanya menyelesaikan masalah malah tambah rugi kronologinya saya transfer uang gagal tapi saldo udah ke potong mohon min bantuannya
0,-1,-1,-1,"Aplikasi paling buruk dari semua aplikasi e wallet, proses upgrade ke premium sangat lama sampai berhari-hari sampai sekarang belum di ACC, saldo di link aja jadi tidak bisa di tarik karena terkendala akun basic. Sangat kecewa download aplikasi in"
0,1,1,0,"Overall aplikasi ini bagus, fitur-fiturnya juga gampang banget buat diakses. Bisa lebih mudah buat transfer sana sini. Untuk data pribadi juga sudah dijamin keamanannya. Aman dan praktis deh sesuai sama kemajuan teknologi"
0,1,1,0,"aplikasi sangat memudahkan dalam bertransaksi, tinggal sat set sat set"
0,1,1,0,Aplikasi yang bagus bngt nih buat segala pembayaran yang gak perlu ribet. Hemat dan praktis pokoknya top
0,1,1,0,"Wah fiturÂ² nya banyak pilihannya dan cara pakainya juga mudah banget, semuanya ada disini"
0,0,-1,-1,"Waktu tunggu penyelesaian verifikasi dibilang 1 x 24 jam, udah 3 hari lewat belum kelar kelar juga tapi verifikasinya, tolong informasi nya diperbaiki, uang saya jadi tertahan brapa hari padahal saya mau pakai langsung"
-1,-1,0,0,Kenapa link aja saya ketika minta Reset Pin gagal muat terus knpa dan tolong lampirkan nomor cs yg bisa dihubungi untuk memperbaiki
0,1,1,0,"aplikasi nya bagus & berguna banget untuk transaksi non tunai. pernah sempet bingung mau bayar tiket kereta akhirnya coba download aplikasi ini, trs kalo pulsa tbtb habis juga lsg beli lewat aplikasi ini tanpa hrs ribet keluar rumahð"
0,1,1,0,Aplikasinya mempermudah transaksi kapanpun dan dimanapun apalagi sekarang sudah ada transaksi syariah jadi kalau mau sedekah lebih mudah.
0,-1,-1,0,"Kenapa yaa gak bisa login?? Sudah diperbaharui juga. Padahal sudah top up, dan sudah berhasil. Kecewa jadinya uang sudah masuk tapi gabisa login... Walaupun gak banyak tapi karena genting keperluan mendesak. Tolong dong kendalanya seperti itu mengatasi nya seperti apa??"
0,0,1,1,"Alhamdulillaah sdh hampir lebih dari 3 tahun pakai #LinkAja. Dan untung nya udh jadi Upgrade ke Full service sejak linkaja dulu masih namanya T-Cashð. Sabar sabar ya yang masih dalam proses dan untuk Admin, buruan tuh tangani dan segera approved pengajuan konsumen. Kepuasan pelanggan nomor 1 lho. Salam dari pengguna setia.â¤"
-1,-1,-1,-1,"Ini bagaiman, saya sudah lebih dari 5 hari upgrade full layanan tapi kok ga di approve sih, padahal sudah ada saldo di akun Link Aja, mau diambil lagi susah, mau dikirim susah, mau transaksi susah, mengendal di aplikasi,. Ini bagaimana? Padahal di aplikasi upgrade full layanan cuma 1 x 24 jam tapi ini sudah 5 hari"
0,1,1,0,"Mantap bgt. Segalanya jadi mudah... ga perlu repot lagi pergi ke konter buat isi pulsa, ga perlu repot bawa dompet. Semua satu sentuhan saja.."
0,1,1,0,Aplikasinya enak buat akses apa aja dan di masa era ini kalau mau naik transportasi pun tinggal scan quirs dan kalo mau makan pun bisa
0,-1,-1,0,"sering mengisi pulsa kepending, saldo kepotong, jadi takut menggunakan aplikasi ini untuk ngisi pulsa, sudah berapa ratus ribu saldo menguap begitu saja. mending lewat mobile bangking"
0,-1,-1,0,Sangat tidak memuaskan Saya tf ke orang tp uang nga ga di terima oleh si penerima Saya yang rugi 150 ribu jadi nya Saldo berkurang tapi ga di terima oleh si penerima Bagaimna itu tanggung jwab dari pihak link aja? Sya mau saldo saya di kembalikan lagi 2 hari kmren saya tf ga masuk2 ke penerima nya sampe sekarang Notif di Bukti tf nya sukses dan di notif pending juga ada Itu mksd nya gmn?
0,1,1,0,"Tunggu apa lagi langsung download aja. Rekomended banget, fitur-fitur nya sangat lengkap dan tidak ribet."
0,0,-1,-1,Ini gimana ya link aja kenapa upgrade nya lama sekali. Pdhl butuh untuk tf ke bank lain. Tolong dipercepat ..
0,1,1,0,"Aplikasi yang sangat memudahkan dalam pemesanan tiket kereta,pembelian pulsa,dan fitur fitur lain yang sangat bermanfaat. Good job"
-1,-1,-1,0,"Aplikasinya suka error, saran jangan pake aplikasi ini, uang saya di app ini 100 rb ga bisa pake transaksi selalu keterangan error, log in lagi tp tidak bisa masuk di Aplikasi, susah banget, mau email ga bisa, telpon CS bertele tele. saya ikhlaskan uang saya buat aplikasi Linkaja semoga amanah."
0,1,1,0,Semenjak pakai linkaja. Untuk pembayaran apa aja lebih mudah. Apalagi sekarang bisa digunakan sebagai pembayaran gojek. Keren banget deh.
0,1,1,0,"sangat membantu sekali aplikasinya ,,kemudahkan untuk bertransaksi dengan aman dan nyaman"
-1,0,-1,0,"Reset pin pilihan ada 3 kenapa hanya call center yang bisa dipakai.Ngabis habisin pulsa saja,Ribet tau gak Min."
0,1,1,0,"Bener2 ngebantu banget buat para cashless, bayar dimana aja gampang pake qris, bisa bayar macem2 juga sama tagihan, mempermudah hidup banget sih ðð"
0,-1,-1,0,"Awalnya top up saldo, tapi nominal saldo ga nambah, lihat diriwayat saldonya nambah, trs cba tautkan k email, tau2 pin salah terus, nah setelah ganti pin malah k logout dan sampai skr akun ga bisa d buka ð­ð­ð­ sayang saldonya ke pendam kalo gitu"
1,0,1,0,Alhamdulilah layanannya bgus banget cepat dan sangat membantu sekali top banget
0,1,1,0,"aplikasinya oke bngt sukakk, cocok buat dijadiin alat transaksi soalnya fitur2nya mudah dan gk ribet"
0,1,1,0,"LinkAja sangat membantu untuk membayar beragam transaksi cukup dengan mengelik ikon yang ada di aplikasi. Contoh dapat membayar tagihan listrik, membeli pulsa atau paket data, membeli voucher games hingga berbagi uang ke teman atau anggota keluarga lainnya. Semuanya mudah dilakukan berkat tampilan antarmuka yang user-friendly banget. Saya sangatttt menyukai LinkAjaaaaaaaâ¤â¤â¤â¤â¤"
0,1,1,0,"Aplikasi serba guna transfer blanja sampai bayar token, semua nya mudah download yukk aplikasi link aja"
-1,0,-1,-1,"Lama sangat proses upgrade full service, menu butuh bantuan juga gk jelas, kirim respon dari email tak di balas, telp CS tak terhubung asik sibuk, live chat jg tambah gk jelas ð"
-1,-1,0,0,"Transaksi kirim uang status pending, sampai dengan sekarang telpon call center tidak bisa atau chat tidak memberikan jawaban atas keluhan tersebut"
0,1,1,0,"Suka banget deh sama aplikasi LinkAja, karena memudahkan aku untuk beli pulsa, beli paket internet, bayar air, bayar listrik, dan transaksi lainnya. Selain itu, fitur-fiturnya yg mudah banget untuk digunakan, praktis, dan tidak ribet."
0,0,-1,-1,"Proses upgrade nya lama banget... Tolong segera di perbaiki dalam proses upgrade, biar lebih berguna"
0,1,1,0,"Aplikasi ini sangat bagus dan praktiss mudah sekali pemakaiannya dan juga memudahkan transaksi seperti beli kuota ,beli pulsa,bayar listrik dll."
-1,0,-1,-1,"Saya kecewa udah daftar akun linkaja, upgrade verifikasi eror terus, saldo yang di isi jadi gak berguna, respon bantuan sangat lambab.. Upgrade gagal terus dengan alesan e-ktp tidak valid, padahal semua data udah benar semua, aplikasi konyol dan aneh"
0,1,1,0,"Pertama nyoba, mudah banget digunakan. Garibet, hemat waktu juga"
0,1,1,0,"aplikasi LinkAja ini sangat membantu saya sekali dalam transaksi dikehidupan sehari-hari, saya sangat suka aplikasi ini karena aplikasi link aja sangat fungsional"
0,-1,-1,0,"Ini apk cacat sumpah, saya mau beli paket internet dari apk my telkomsel menggunakan apk linkaja nggak bisa malah diarahkan masuk ke Web linkaja disuruh update, pas di klik update masuk ke apk linkaja tapi nggak muncul untuk pembayaran nya padahal sebelum"" nya bisa. saya ulangi trus ttp aja ngk bisa mending pake apk sebelah aja ngk pernah bermasalah."
0,1,1,0,"Aplikasi LinkAja ini wajib banget loh dipakai. Alikasi ini lengkap fiturnya, bisa transfer, bisa bayar PLN & PAM, bisa jadi ewallet, bisa beli pulsa. Semenjak pakai ini udah gak khawatir kalau bawa uang tunai hanya sedikit. Terimakasih LinkAja sudah memudahkan saya sebagai pengguna."
0,1,1,0,"Aplikasi ini sangat membantu, terutama untuk transaksi-transaksi menjadi mudah dan cepat, fitur-fiturnya juga mudah dimengerti, cara penggunaan yang mudah bagi pemula, untuk naik kereta api aja juga jadi mudah tinggal scan barcode yang ada di linkAja aja udah gampang bangettttt, sangat membantu lah"
-1,0,-1,-1,"Lama amat verifikasi basic ke premiumnya, kenapa? Padahal saya hampir tiap hari transaksi menggunakan link aja. Yang saya mau adalah percepatan ferivikasi premium bukan, balasan robot. Tolong di proses yaa..."
0,-1,-1,-1,Punya saya knp lama upgred full service y sudah hampir 3 hari... Pa lg saya sudah topup ... Saya gk bisa kirim uang..
-1,0,-1,0,"Aplikasi dengan pelayanan terburuk, mengecewakan, operator ditelpon so sibuk, keterangannya aja info 24jam, max 3hari, nyatanya 1minggu ga ada penjelasan, nerima uangnya aja gampang, mau dipake jadi susah"
0,1,1,0,"Proses pembuatan akunnya sangat mudah, rahasia terjaga dan proses pencairan ke bank juga sangat gampang dan cepat"
0,-1,-1,0,"Bintang 1 saja. Linkaja skrg sdh gk bisa buat top up saldo e toll lg. Gk terbaca otomatis di fitur NFC nya, ribettt.. lebih baik unistal. Udh gk guna.."
0,0,-1,-1,"Aplikasi nggak guna, katanya kalau mau upgrade full service kudu nunggu 1 x 24 jam. Ini malah sdh 3 x 24 jam belum ada respon. Piye toh"
-1,0,-1,0,"Kenapa pelayanan call center LinkAja slow respon, sudah berbayar tetapi gak bisa bicara dengan operator dan terus diulang jawaban dari vonis robot nya. Ini merugikan pelanggan ."
0,1,1,0,"Keren......untuk beli pulsa, token listrik juga untuk pembayaran lainnya jadi mudah"
-1,0,1,0,"Maaf saya kasih bintang 1..sebenarnya selama ini saya jarang terkena kendala/masalah..hanya saja pada saat saya terkena kendala/masalah dengan transaksi diaplikasi ini pelayanan penangan kendala/masalah nya jauh dr kata bagus mulai dr call center yg tidak bisa di hubungi,pelaporan melalui email juga tidak di tanggapi,sekali nya di tanggapi hanya disuruh melakukan pelaporan melalui livechat. Setelah melakukan pelaporan di livechat masih disuruh menunggu agar direspon oleh agent. Bad service!!!"
-1,-1,-1,0,aplikasi busuk playanan lalay uang tidak bisa di pindahkan saldo cs nya lalai gak ada reapon sma sekali.
0,-1,-1,0,"Apk nya jelek sekali, pas saya mau beli token eh ternyata transaksinya masih dalam proses katanya. Tapi yang herannya saya saldonya sudah berkurang"
0,1,1,0,"Recomended, tampilan ga ribet, karena fiturÂ² lengkap jadi mudah digunakan"
0,1,1,0,Bagus ya cara dowload nya gampang terus Filturnya banget dan Bebas biaya admin juga loh dan cepet Banget masuknya
-1,-1,-1,0,"Aplikasi dancuk,error mulu padahal koneksi wifi lancar,mw reset PIN aj 2 bulan g kelar2, Chat.langsung Csnya yg jawab robot otomatis"
-1,0,-1,-1,"Minta tolong saya harus kemana ini ? Email gak di respon , No custumer service gak di angkat , lalu anjuran untuk Chat Live ternyata , disambung dengan Bot , Sementara saya sudah pengajuan Akun basic ke full service sudah 1 minggu , sementara dana yang di dalam harus segera di pakai Minta tolong untuk solusinya dong"
0,1,1,0,Aplikasinya mudah digunakan dan tampilannya ga membingungkan. Fitur yang ada juga beragam jadi membantu banyak dalam satu app sajaa. Aplikasi juga termasuk ringan sehingga tidak terlalu makan tempat penyimpanan
0,-1,1,0,Luar biasa pakai link aja aman dan cepat transaksi mantap..cuma ada kekurangan semoga ada playleternya dan dipermudahkan..
0,0,-1,-1,"Parah ga bisa upgrade udah poto berulang ulang hasilnya gagal melulu, aplikasi jelek tidak berguna???"
0,0,-1,-1,Upgrade nya sudah jalan 4 hari ga ditanggapi. Padahal buat narik saldo Borzo sekarang pake linkaja. Gimana mau bisa transfer ke bank kalo upgrade nya ga di tanggapi
0,-1,-1,0,SARAN SAYA GA USAH PAKE LINKAJA. TRANSAKSI PENDING atau Gagal Saldo udah kepotong Tp tdk bisa Refun secara otomatis. Kalo pake Dana Transaksi pending saldo akan balik secara otomatis dalam waktu 45menit. Semoga yg baca ini mau berfikir kalo mau bertransaksi menggunakan aplikasi linkaja......
0,1,1,0,"Aplikasi nya sangat menarik mudah di gunakan, fitur nya juga banyak banget, bisa beli pulsa, bayar listrik dan lain nya"
-1,0,-1,-1,"Loh loh aplikasi apaan ini , uda 10 hari upgrade ke full servis ga ada ada komfirmasi , padahal uda ada saldo sayang kalo dihapus , tiap hari laporan juga gaada tindak lanjut tolong dong"
-1,0,-1,0,"Aplikasi tdk beres mentangÂ² udh bnyak pelanggan nya , selalu gangguan Giliran komplit call center gk nyambung sama skli call center, emg aplikasi tdk beres ama skli!!!! Giliran krim pihak email gk ad responden ke email emg gk beres ama skli"
-1,-1,-1,-1,Aplikasi error. Tiap daftar baru dan masuk error terus. No hp Belum terdaftar eh malah sudah terdaftar dan masukan pin aneh sungguh aneh.... Dan mencoba untuk reset pin ehh malah error. Sungguh Tolo*... Aplikasi plat merah emang error ga guna. Udah chat via email pun. Blm di bls2. benar2 goblo*ð¤£ð¤£. Buang2 duit rakyat aj bikin aplikasi ga guna.. lol lol pok
-1,-1,-1,0,"Kok saya gak bisa Login ya padahal Sbelumnya saya gak pernah buat akun link aja, Kok tiba2 akun saya udah ada Saya Coba login pun gak bsa mw Coba chat Cs nya pun gak Bsa Aplikasi Aneh"
0,-1,-1,0,"Jangan pakai aplikasi ini,, sayangi uang anda.. saya sudah si tipu.. uang saya gk bisa di ambil,,, malah suruh ngisi saldo lg.. dasar aplikasi sampah.."
-1,-1,-1,0,"bitang 1 buat aplikasi yang benar"" mengecewakan. sudah 3 kali transaksi saya pending. tapi uang saya tidak dikembalikan. tidak ada kejelasan. akses untuk menghubungi pusat layanan sangat sulit. yang gampang hanya ngisi duit ke apk ini. kecewa sekali. uninstall saja."
0,1,1,0,"Aplikasi ini sangat membantu untuk transfer2 atau beli pulsa elektroknik, fitur2nya juga gampang di gunanin.. Sejauh ini Saya pakai belum Ada Kendala sama sekali"
0,0,-1,-1,"Saya kira penilaian buruk karena orang2 yang tidak berkompeten dalam mengololah aplikasi ini, tenyata BENAR BENAR BURUK. Saran buat para pemula sebaiknya urungkan niat untuk instal aplikasi ini. SANGAT-SANGAT BURUK !!! INGIN MENDAFTAR SAJA SUDAH TIDAK BISA APALAGI KEDEPANNYA, SEBAIKNYA GUNAKAN APLIKASI LAIN. TERIMAKASIH"
-1,-1,-1,0,"Mau reset PIN, keterangannya cek koneksi terus dan nggak bisa di lanjut sampai skrg. Telpon call center nggak ada yg terima, malah ngabisin pulsa, live chat, DM IG jg nggak di tanggapi. Semoga ke depannya bisa lebih baik"
0,-1,-1,0,Kasih 1* dulu. Akunku sdh full service. Aku mau ganti nomor tp gkda fitur ganti nomor diaplikasinya. Kalau fitur ganti nomor sdh ada. Baru aku kasih 5*. Untuk sementara 1* sdh cukup. Tks
0,-1,-1,-1,"Lama banget proses ferifikasinya, jadi ngak bisa buat transfer, tolong diperbaiki ya... Jgn mengecewakan, sudah di top up lgð"
-1,-1,-1,0,"akun terblokir, reset pin dipersulit. customer servis gak pernah diangkat. aplikasi dompet digital terpayah!"
0,1,1,0,"Di era digitalisasi seperti sekarang, aplikasi seperti ini sangat memudahkan bagi pengguna yang ingin bertransaksi menggunakan cashless, hanya tinggal scan QRIS bisa melakukan pembayaran dimana saja."
0,1,1,0,"Aplikasinya berjalan dengan baik, terutama untuk transaksi dan cara daftarnya juga mudah banget. Sangat recomendedð"
0,1,1,0,"Sukaaa bgt... Tiap bln potong gaji lgsg buat saldo link aja,,, jd bs lgsg bill payment untk Telkomsel pascabayar dll"
0,0,-1,-1,"Proses upgrade lama banget, udah 10 hari ga ke update juga masih proses terus"
0,0,-1,-1,"Sangat sangat kecewa, Sudah dua hari upgrade level akun tetep aja basic, Katanya cuma 1x24 jam"
-1,-1,-1,0,"Keterangan akun tdk dapat diakses, pdhl sdh update. Callcenter di hub tdk bisa , live chat ga bisa email jg tdk bisa. Trs gmn ini wooyy !"
0,-1,0,0,"Mohon diperbaiki ini fitur pascabayar XL, tidak bisa diakses, keterangan:tidak dapat memuat cobalah beberapa saat lagi, MOHON PERBAIKI FITUR INI, KARENA SUDAH LAMA FITUR INI TIDAK BISA DIAKSES, TERIMA KASIH"
0,1,1,0,"LinkAja dompet digital yang gampang banget dipakainya, dan juga praktis. Mantap!!!!"
0,-1,-1,0,"Sistemnya buruk, kenapa aplikasinya keluar"" sendiri terus? gaada perinah buat update, patch hp saya juga kompatibel. dan buat scan QR SUPER DUPER LAMA prosesnya. Pembayaran sampe melewati batas waktu. padahal jaringannya bagus. buka E-wallet lain juga ga kenapa"". Perbaiki dong, saldo saya jadi ga terpakai"
0,1,1,0,"Daftarnya mudah banget, bertransaksi sesuai dengan prinsip syariah lebih mudah."
0,0,-1,0,Gak bisa di buka.... Gagal di muat mulu.. Jaringan full stabil.
-1,-1,-1,0,"aplikasi terburuk yg pernah sy pakai.pin benar,di masukin di bilang pin salah.reset pin ulang lagi.dan habis pakai mau pakai lagi di bilang pin salah lagi. dan sudah berulang 6kali.tlp cs mahal,susah nyambung. sekali tlp mau habis banyak pulsa baru tersambung."
-1,-1,-1,-1,"Aplikasi gak jelas..akun lama di blokir,,disuruh reset pin,,direset pin malah keluar tulisan masalah koneksi internet..pdhal baru beli kuota..kan peak apk nya. Di email jg sdh 4 hr gak dibales.. Saya salah isi saldo di akun yg di blokir,,senilai 100rb Kirim keluhan ke email gak dibales jg.. Jd Ngapain nyediain PUSAT BANTUAN kalau gak bisa bantu"
-1,-1,-1,0,Parah...mau coba pakai...udah terdaftar...perasaan blm pernah daftar....aneh...jd sampai sekarang ga bs buka...coba telp cus servis sibuk mulu...pulsa abis gede...ga ada gt lewat email atau apa....parah
-1,-1,-1,0,"Akun saya ke blokir, sampai saat ini gak bisa kebuka juga, tlpn operarator gak bisa, saldo di aplikasi ada lagi, payah ne aplikasi,bikin susah"
0,0,-1,-1,Ko lama sekali verifikasinya! Katanya 1x24 jam ini sudah lebih dr 2 hari blum bisa digunakan mana uang saya disn LG. Tolong donk IT linkaja gmn solusinya
0,0,-1,-1,"Aplikasi buruk, Upgrate sudah seminggu belum juga selesai, Saldo ke tahan di dalam"
0,1,-1,0,"Aplikasi e-wallet yg sangat membantu, banyak diskon. Proses Transaksi makin cepat, Tp ada transaksi pending yg tidak diselesaikan. Seharusnya ada pembatalan transaksi dan pengembalian biaya....h....h...."
0,1,1,0,"Rekomendasi banget buat jaman sekarang kalo mau Pinjol mudah banget dan terpercaya deh pokonya,dan mudah di mengerti ga ribet lagi."
0,1,1,0,Aplikasi yang fiturnya mudah dipakai sehingga sangat membantu dalam berbagai pembayaran
0,-1,1,0,"aplikasi dah bagus, tapi soal keamanan ga di pikirin lagi untuk kenyamanan para pengguna. cuma pilihan satu opsi dan ketika DARI SERVER yang eror karena mungkin dari kodingan atau apalah itu yang ga guna jadi ga berfungsi"
0,1,1,0,"Aplikasi keren, dan sangat meudahkan sekali bagi aku , apalagi aku pengguna kereta api !"
0,-1,1,0,"Overall bagus, kekurangannya aplikasi kurang aman karena tidak ada lock pin / Sidik jari saat buka aplikasi. Dan sekali buka aplikasi keliatan saldo ð"
0,1,1,0,"Aplikasi ini memudahkan bgt bisa bayar2 tagihan, beli pulsa, dll jadi gak perlu kemana2"
0,-1,-1,0,"Saya transper uang dari link ke dana melalui bank prantara bank permata sampai sekarang belum masuk2 ini apk kalau mau ambil keuntungan jangan gitu walaupun nilai uang nya gak seberapa. Ditunggu balasan nya dari pihak"" LINK aJA"""
0,1,1,0,Aplikasi yang recommended bgd. Bisa transfer ke rekening dan e wallet dengan gampang dan mudah. Tampilannya juga bagus
0,1,1,0,Diantara sekian platform e-commerce emang yang paling nyaman ini sih wkwk
-1,0,-1,0,"Aplikasi terburuk, aku tiba2 ke blokir, CS ga bisa dihubungi, malah ngabisin pulsa, live chat jg antrian terus. Email yg bales robot. Ga mutu. Balikin saldo w woy lumayan buat beli token listrik buat sebulan."
0,1,1,0,"Aplikasi baguss, gampang juga buat digunain nya, saya jadi lebih mudah kalo mau bayar listrik dan beli pulsa, pokoknha topp"
0,1,1,0,"Ini sih recommended bangett loh , memudahkan dalam bertransaksi , fiturÂ² nya juga mudah di mengerti , pokoknya linkAja sangat membatu bangett"
0,-1,-1,0,"2 kali transaksi pending, uang sudah terpotong produk pembelian paket data tidak diterima. Sangat kecewa"
-1,0,-1,-1,Sangat buruk dan mengecewakan.. Jauh tertinggal dari aplikasi lain. Sudah 2 minggu upgrade dari basic ke full service status nya masih dalam proses. Layanan chat malah pesan otomatis. Di email ga dibalas.... Aplikasi parahh...
0,-1,-1,0,"akunku gabisa digunain, mau reset pw ngulang terus ga bisa bisa. mau bikin baru, ktp udah digunain gimana nih developer?"
0,-1,-1,-1,"App riwel mau tfr gak bisa , upgrade dari basic ke full service udah beberapa hari tapi belum berhasil juga, saldo masih ada -+ 400.000 lgi urgent tapi malah gak bisa digunakan. ð"
-1,-1,-1,0,"Aplikasi busuk,saldo istri ketelan aplikasi,uda diisi pulsa malah gak bisa log in lagi.hubungi CS gak ad yg terhubung,di email gak ad balasan,hangus uang nya..hati2 dengan aplikasi ini..pencurian uang model baru..PENCURIAN!"
0,1,1,0,"aplikasi ini sangat membantu dan mudah diakses, dilengkapi dengan berbagai fitur fitur yang sudah sangat lengkap sehingga tidak ada hambatan dalam proses pemakaian nya. Kini tidak perlu ribet membawa dompet tanpa takut hilang dicuri soalnya sudah ada link aja yang mudah diakses kapan saja dan dimana saja. Pengalaman lancar pakai aplikasi bikin kita senang setiap transaksi!!!"
-1,0,-1,0,"aplikasi yg sangat bikin orang jengkel. email,call center,livechat gk ada respon. sangat sangat sangat mengecewakan"
0,1,1,0,"aplikasi yang bagus, recommended. fitur didalamnya sangat helpfull, anti ribet, bahkan pemula pun mudah mengerti. aplikasi yang sangat memudahkan transaksi saya, mantap"
0,1,1,0,"LinkAja sangat bermanfaat bagi saya, karena dengan fitur""nya yg lengkap memudahkan saya untuk bertransaksi kapan saja dan dimana saja"
0,1,1,0,"Nyaman banget pake link aja, rekomended banget bwt di download. Fiturnya lengkap, terus banyak pilihan dari mulai beli pulsa sampe bayar tagihan. Pokoknya di jaman yang serba cashless benerÂ² worth banget bwt ada aplikasi link aja"
-1,0,-1,0,"Apliaksi sampah, aplikasi counthol, aplikasi ga guna, aplikasi terbangsat yang pernah ada, buat ngajuin unblock susah bgt ngehubungin cs nya, call center di telfon nyuruh ke live cht tapi live cht ga pernah bisa ke nyambung kan ajg"
0,-1,-1,-1,Sudah 1x24 jam msih belum bisa transaksi di acc upgrade nya smpe kapannn?????
0,-1,-1,-1,"Parah sih upgrade full service lama banget, udah berhari2. Ini mau bertransaksi gk bisa2 uang udah terlanjur masuk."
0,1,-1,0,Sebenarnya cukup lancar saat digunakan sayang semua harga2nya makin naik jd males pakai.
0,-1,-1,0,Masa nomer saya sudah ada yang pake. Kemudian dibuat akun baru dari kemarin gagal terus. Emang tidak ada yang maintenance apknya ya ? Aneh apknya
0,0,-1,0,Saran : uninstal saja aplikasi ini coy.. tambah tahun tambah bobrok aplikasinya. Tidak ada solusi lagi selain uninstal dan buang aplikasi linkaja.
-1,-1,-1,0,"Assalamu'alaikum. Wr. Wb.. Sblumnya sy minta maaf harus mnympaikan hal yg kurang brkenan. Tapi sy harus mnympaikan ktidaknymanan sy dngn APK. ini. karena bbrapa kali sy mngalami kgagalan dlm pngisian pulsa ttapi saldo sy tdk kmbali scara otomatis, sblum mngkofirmasi k.pihak Apk. Itupun prosesnya lama, blum lagi biaya telp. Layanan sngt mahal, tolong jangan dipersulit. Kalau ada kendala dlm pnggunaan Apk. Ini. Mngingat biya admin. Terus brtmbah, dan biaya admin pnariknn saldo trll byk Trimakasih."
-1,0,-1,0,"Karyawannya mungkin cuma sedikit kali yah!? Call center yg jawab sistem. Mau disambungkan ke agent/orgnya langsung harus dengerin cuap cuap rekaman operator sampe ngabisin pulsa minimal 25.000, itu jg cuma dengerin mesin penjawab. Sekalinya tersambung solusinya hrs hubungi livechat. Sedangkan menghubungi livechat spt menghubungi hantu. Antri entah sampai kapan sampai mata melotot berjam jam melihat hp. Sekalinya ditinggal, dibalas operator/agent langsung diputus karena kita tinggal. Kecewa"
0,0,-1,-1,"Jangan pakel link aja, upgrade ke premiumnya lama banget, udah tiga hari belum terupdate, saya saranin pake aja Dana, Apk Dana sangan cepat kalau masalah upgrade ke premium"
0,-1,-1,0,"Masuk akun yg lama suruh reset pin tapi anehnya ga bisa masalah d koneksi tapi giliran buka akun yg 1 nya amanÂ² aja bisa transaksi, kalo msalah d koneksi harusnya akun yang lain jga ga bisa tapi knp akun saya doang yng susah pdhal reset pin. Mana ada saldonya lagi ga ikhlas dunia akhirat kalo emg ga bisa kebuka"
-1,0,-1,-1,"Linkaja nih niat ngasih pelayanan gak sih? Buka bantuan hubungi chat admin langsung blank kosong, di email di bales email bot, upgrade di gagalin terus dengan alasan foto tidak valid...!"
