content,Preprocess,CustomerService_prediksi,FiturAplikasi_prediksi,UserExperience_prediksi,Verifikasi_prediksi
"Aplikasi Ter buruk sepanjang masa, uang udah top up ga masuk-masuk, udah upgrade tapi lama prosesnya, live chat ga ada balasan, email ga ada balasan, telepon ga diangkatð¡",aplikasi ter buruk   uang udah mantap  ga masuk masuk udah tingkat  lama proses langsung obrol ga  balas email ga  balas telepon ga angkat ,-1,-1,-1,0
Tidak bisa menjawab kendala yang saya dapatkan tidak bisa bertransaksi sejak semalam padahal saya mau beli obat untuk orang tua saya harus menunggu uang yg tertahan di saldo Linkaja sangat kecewa saya !!!!!,tidak   kendala   dapat tidak  transaksi  malam    beli obat  orang tua   tunggu uang  tahan  saldo linkaja  kecewa  ,0,0,-1,0
Masih belum berhasil up grade ga2l terus padahal data sudah sesuai nnti aja kasih bintang 5 klo udah jadi mana udah top up tapi nggak Bisa d pake,  hasil  tingkat ga    data  sesuai nnti aja kasih bintang  udah   udah mantap      pakai,0,-1,-1,-1
"Ternyata link sudah tidak bisa untuk naik CommuterLine, ohh suka berubah2 gtu yaa ngga jelas.", linkaja  tidak    krl ohh suka ubah gitu  tidak  ,0,-1,-1,0
Ini sebenarnya aplikasi apa ya? Bukannya mempermudah malah bikin rugi. Akun udah bener giliran udah di topup saldo ga bisa di buka. Jangan pernah download aplikasi ini.,  aplikasi    mudah  bikin rugi akun udah bener gilir udah  isi saldo ga   buka jangan  unduh aplikasi  ,0,-1,-1,0
Saya ngisi pulsa data 3x dan berhasil terkirim tapi kenapa dari pihak exis ko ga ada via sms yg berhasil ini dari link aja atau dr exisnya tolong di cek lagi min biar g kecewa sedangkan saya beli paket kuota gesek ko bisa langsung masuk datanya min, isi pulsa data   hasil kirim     exis  ga  via layan pesan singkat  hasil   linkaja aja   exisnya tolong  cek  admin biar gak kecewa   beli paket kuota gesek   langsung masuk data admin,0,-1,-1,0
kebanyakan force close aplikasinya yg sekarang beda dengan yg dulu.jadi mau transaksi harus di ulang2 baru berhasil,banyak paksa tutup aplikasi   beda      transaksi   ulang  hasil,0,-1,-1,0
Bisa dipakai untuk bayar gojek dong. Baru tau. Trus transaksinya mudah banget. Ya membantu banget untuk transaksi sehari hari, pakai  bayar gojek   tau  transaksi mudah   bantu   transaksi hari ,0,1,1,0
"Dari dulu penasaran banget sama ni aplikasi, pas dicoba banyak banget manfaatnya aplikasi serba bisa",  penasaran   ni aplikasi pas coba   manfaat aplikasi serba ,0,1,-1,0
Kecewa sekali aplikasi ini tidak bisa digunakan untuk bertransaksi. Update full servis sangat lama,kecewa  aplikasi  tidak    transaksi baharu penuh servis  lama,0,-1,-1,0
"Aplikasi penipuan, kl saldo sudah balik lewat kirim aja sy pastikan uninstall. Upgrade kirim uang 1/24 jam sampai skrg berhari-hari tidak bisa, aplikasi linkaja hanya mudah digunakan utk beli pulsa/data t*lko*s*l",aplikasi tipu  saldo    kirim aja  pasti hapus tingkat kirim uang jam   hari  tidak  aplikasi linkaja  mudah   beli pulsa data  lko  ,0,-1,-1,0
Mau login susahnya minta ampun. Reset pin sulit banget. Suruh cek koneksi mulu. Hp gua buat internetan lain lancar. Cuma buat buka reset pin aplikasi ini yang sulit, masuk susah  ampun reset pin sulit  suruh cek koneksi mulu telepon gua  internetan  lancar   buka reset pin aplikasi   sulit,0,-1,-1,0
"Saya ada keluhan terkait upgrade full service, udah saya email tp kok responnya lama bgt ya lelet ga gercep padahal saya butuh bgt tolong perbaiki kualitasnys dong mana saldo saya jd ketahan di link aja !!!!",  keluh kait tingkat penuh servis udah  email   respon lama   lelet ga cepat   butuh  tolong baik kualitas   saldo  jd tahan  linkaja aja ,-1,-1,-1,-1
"Aplikasi ini benar benar membantu dalam transaksi dan pastinya lengkap banget ð¤© bener bener multifungsii, kerennn!",aplikasi  benar benar bantu  transaksi   lengkap  bener bener multifungsi keren ,0,1,1,0
Pake link aja sungguh memudahkan untuk pembayaran secara online. Transaksi di linkaja mudah dan cepat itulah mengapa saya memilih linkaja,pakai linkaja aja sungguh mudah  bayar  daring transaksi  linkaja mudah  cepat    pilih linkaja,0,1,1,0
Mau upgrade gk ada informasi sama sekali udh upgrade apa belum. Katanya 1x24 jam proses upgrade. Tapi sampai sekarang tidak ada respon sama sekali. Mana udah top up. Tolong lah fast respon, tingkat gak  informasi   udah tingkat     jam proses tingkat    tidak  respon    udah mantap  tolong  cepat respon,0,0,-1,-1
"Pelayanan linkaja sangatlah buruk, pusat bantuannya sangat tidak jelas. Call centernya di telpon untuk reset pin, udah ngomong lama malah disuruh hubungi via email, dari email juga laporan di terima tetapi sampai skrg gak ada perkembangan, live chatnya sangat tidak berguna asik antrian aja. Gak ada habis"". Aplikasi terburuk yg pernah saya liat ini, untuk pelayanan parah kali padahal nelpon cs itu pakek pulsa.",layan linkaja  buruk pusat bantu  tidak  panggil pusat  telpon  reset pin udah ngomong lama  suruh hubung via email  email  lapor  terima    gak  kembang langsung obrol  tidak guna asik antri aja gak  habis aplikasi buruk    liat   layan parah kali  nelpon layan langgan  pakai pulsa ,-1,0,-1,0
Parah banget linkaja.. mau reset pin susahnya minta ampun.. callcenter robot.. chat with expert untuk bisa sambung lamanya minta ampun.. begitu bisa chat suruh tunggu notifikasi email.. ini sudah 3 minggu belum dapat notifilasi apapun.. saldo jadi tidak bisa diambil.. duuuhhhh,parah  linkaja  reset pin susah  ampun panggil pusat robot obrol  ahli   sambung lama  ampun   obrol suruh tunggu notifikasi email   minggu   notifikasi apa saldo  tidak  ambil duuuhhhh,-1,0,-1,0
Saya kecewa dan baru kali ini menyesal dengan aplikasi e-walet Linkaja proses lambat pdhl saya sudah top up uang Tpi tidak bisa di pake transaksi Karen harus up grade full servise dan saya sudah up grade full servise mau 1minggu tetapi tida ada ke jelasan dan akhir nya uang saya tidak bisa di pake dan di manfaatkan oleh pihak linkaja parah, kecewa   kali  sesal  aplikasi elektronik dompet linkaja proses lambat    mantap  uang  tidak   pakai transaksi    tingkat penuh servis     tingkat penuh servis  minggu  tidak   jelas    uang  tidak   pakai   manfaat   linkaja parah,0,-1,-1,-1
"aplikasi tidak bagus akun aku di blokir padahala masih ada saldonya , aku reset ulang nelpon call centernya nunggu waktu 3 hari sampai sekarang belum ada info lagi. ada yang bisa bantu kah",aplikasi tidak bagus akun   blokir    saldo  reset ulang nelpon panggil pusat nunggu       info     bantu ,-1,-1,-1,0
"Aplikasi ini sangat memudahkan kita dlm berbagai pembayaran,pembayaran listrik,air,transfer uang,beli paket internet,beli pulsa pokoknya semua dlm genggaman bner2 mengikuti perkembangan zaman,",aplikasi   mudah    bayar bayar listrik air transfer uang beli paket internet beli pulsa pokok   genggam bner ikut kembang zaman ,0,1,1,0
Saya membayar tagihan IndiHome tgl 8 Feb 2023 melalui LinkAja. Tetapi pada aplikasi IndiHome status pembayaran 'Belum Dibayar'. Saya coba menghubungi Live Chat dan 150911 tapi tidak ada solusi. Link Aja tidak menyelesaikan keluhan pelanggan. Saya kecewa atas pelayanan Link Aja dan saya malu ada aplikasi seperti ini di Indonesia yang mengabaikan keluhan pelanggan. Pihak Indi Home sudah membantu saya kontak LinkAja untuk refund tapi sudah lewat 3Ã24 jam tidak ada refund dari LinkAja., bayar tagih indihome tanggal februari  linkaja   aplikasi indihome status bayar  bayar  coba hubung langsung obrol   tidak  solusi linkaja aja tidak selesai keluh langgan  kecewa  layan linkaja aja   malu  aplikasi    indonesia  abai keluh langgan  indi home  bantu  kontak linkaja  uang     jam tidak  uang   linkaja ,-1,-1,-1,0
Nih aplikasi buat gampang bgt sih. Satu aplikasi bisa buat pake berbagai macem kebutuhan kita dimana2. Fiturnya byk bgt dan gak pernah error2, aplikasi  gampang    aplikasi   pakai   butuh  mana fitur    gak  error ,0,1,1,0
"Jangan buat aplikasi kalau persulit penggunanya gak bisa masuk aplikasimu,terus terang saya gak bisa reset pin akun saya,setiap hubungi yang terkait gak ada bantuannya yang memuaskan untuk saya,paling saya dapatkan antrian terus gak pernah langsung di layani.",jangan  aplikasi  sulit guna gak  masuk aplikasi  terang  gak  reset pin akun   hubung  kait gak  bantu  muas     dapat antri  gak  langsung  layan ,-1,-1,-1,0
"Kasih b 2 aja. Pelayan lamaaaa.. upgrade akun aja sudah 4 hari GK di ACC padahal data"" sesuai dan lengkap.. kalo udah upgrade baru tambahin bintang ny",kasih  aja layan lamaaaa tingkat akun aja   gak  terima  data sesuai  lengkap  udah tingkat  tambahin bintang ,0,0,-1,-1
"Ngga tau lagi harus ngomong apa lagi, Live chat sangat sulit. Pagi, siang, sore, malem susah di hubungi. Keterangan selalu dalam antrian, 3 bulan saldo nggantung gitu aja. Mantap",tidak tau   ngomong   langsung obrol  sulit pagi siang sore malem susah  hubung terang   antri  saldo gantung gitu aja mantap,-1,-1,-1,0
"Pelayanannya sangat sangat kurang. Sudah mengajukan upgrade ke Full Service sejak lima hari yang lalu tapi selalu masih dalam proses. Sudah coba email, livechat tp gak ada respon. Fitur yang ada banyak yang gak bisa dipakai",layan   kurang  aju tingkat  penuh servis          proses  coba email japri  gak  respon fitur     gak  pakai,-1,0,-1,-1
"Punya akun lama yang mau di login tapi kenapa gak bisa terus,padahal di situ masih ada saldonya", akun lama    masuk   gak     situ   saldo,0,-1,-1,0
"pelayanananya lambat.sering top up saldo e money atau tap cash transaksi berhasil tpi saldo e money ga masuk.tlp callnya sulit di angkat,kirim email ga ada jawaban,live chat ga da respon di sruh nunggu mulu...",layan lambat  mantap  saldo elektronik uang  ketuk tunai transaksi hasil  saldo elektronik uang ga masuk telepon panggil sulit  angkat kirim email ga   langsung obrol ga  respon  suruh nunggu mulu ,-1,-1,-1,0
Sering eror tidak bisa di buat transaksi apalagi tyap hari libur ato merah... Gmn klo uang di aplikasi trus mau belanja gmn mau simpel tpi malah ribet .. payah makin lama, rusak tidak    transaksi    libur  merah gimana  uang  aplikasi   belanja gimana  simpel   ribet payah  lama,0,-1,-1,0
"Sistem sering terdebet, Untuk contact center dan klam mohon di perbaiki, saya sebagai pengguna merasa dirugikan",sistem  debit  contact pusat  klaim mohon  baik   guna  rugi,0,-1,-1,0
"Akun udah ber hari2 bahkan dari bulan 9 di coba upgrade sampe skrg ga bisa , syarat dan data diri udah sesuai semua . Mana udah top up lagi , tolong lah respon cepatnyaaa . Bukan gua aja ini , udah ratusan orang . Bukan nya memudahkan malah mempersulit",akun udah ber      coba tingkat   ga  syarat  data  udah sesuai   udah mantap   tolong  respon cepatnyaaa  gua aja  udah ratus orang   mudah  sulit,0,-1,-1,-1
"Aplikasi linkaja tidak aman untuk digunakan sebagai transaksi keuangan atau menyimpan keuangan, Saya sebagai korban dari aplikasi linkaja yang telah melakukan pengisian saldo linkaja tetapi saldo tidak bertambah terus yang ke 2 pihak merchant tidak merespon keluhan saya, Walaupun ada bukti top up saldo tetap saja tidak ada balasan, Jadi buat sodara sodara jangan terlalu yakin menggunakan aplikasi linkaja, Jangan sampai ada korban lain selain saya",aplikasi linkaja tidak aman    transaksi uang  simpan uang   korban  aplikasi linkaja    isi saldo linkaja  saldo tidak tambah     dagang tidak merespon keluh    bukti mantap  saldo   tidak  balas   saudara saudara jangan    aplikasi linkaja jangan   korban   ,0,-1,-1,0
"Gimana cara kirim uang, deposit bisa tapi kirim gak bisa, kacau mau upgrade gagal terus",gimana  kirim uang deposit   kirim gak  kacau  tingkat gagal ,0,-1,-1,-1
aplikasi ini sangat rekomended untuk menjadi alat transaksi karena banyak aplikasi / web yang menggunakan pembayaran via LinkAja. caranya pun jg sangat mudah dan menghemat waktu.,aplikasi   rekomendasi   alat transaksi   aplikasi web   bayar via linkaja     mudah  hemat  ,0,1,1,0
Sering trouble atau gangguan dan beri fitur cetak printout agar pengguna lebih percaya. Berikan fitur voucher games dan perbanyak varian voucher game tersebut.,   ganggu   fitur cetak cetak  guna  percaya  fitur voucher main  banyak varian voucher main  ,0,1,1,0
"Aplikasinya membantu bgt buat gw yg cashless, dari mulai pulsa, paket data, PLN pasti bayarnya di link aja, tampilan layarnya juga simpel bgt. mantapp lah",aplikasi bantu     nontunai   pulsa paket data usaha listrik negara  bayar  linkaja aja tampil layar  simpel  mantap ,0,1,1,0
"Appnya membantu buat transaksi e-money, ga perlu takut karena uang terjamin aman. Suka sama desainnya yang simpel dan user friendly, good job LinkAja.",aplikasi bantu  transaksi elektronik uang ga  takut  uang jamin aman suka  desain  simpel  guna friendly bagus kerja linkaja ,0,1,1,0
"Fitunya mudah banget dipahami buat yg baru join di aplikasi ini, pinjamanya juga cepet dan bunganya cukup sedikit jadi nggak perlu khawatir",fitunya mudah  paham    join  aplikasi  pinjam  cepat  bunga      khawatir,0,1,1,0
Dari semua aplikasi ewallet menurut saya linkaja yang terburuk . Masa tunggu upgrade full servis nya udah kaya orang nunggu proses e-KTP ... Kalo mau aplikasinya banyak yang pakai perbaiki lagi min. Ini apaan nunggu upgrade full servis aja 3 hari blum ACC ... Contoh aplikasi lain dong proses kyc selesai langsung bisa di pakai ... Aplikasi apaan ini nyesel sudah download,  aplikasi dompet digital   linkaja  buruk  tunggu tingkat penuh servis  udah kaya orang nunggu proses elektronik ktp   aplikasi   pakai baik  admin   nunggu tingkat penuh servis aja   terima contoh aplikasi   proses know your customer selesai langsung   pakai aplikasi   nyesal  unduh,0,0,-1,-1
"aplikasi LinkAja sangat membantu kehidupan saya sehari hari, jika anda mau yang serba cepat LinkAja menawarkan berbagai kemudahan didalamnya seperti beli pulsa, bayar listrik, belanja online, dll selain itu top up nya mudah ga ribet, bayar apapun bisa dari rumah, top markotop dehhhð",aplikasi linkaja  bantu hidup  hari      serba cepat linkaja tawar  mudah   beli pulsa bayar listrik belanja daring      mantap   mudah ga ribet bayar apa   rumah mantap mantap dehhh ,0,1,1,0
Aplikasi ini benar2 sangat bermanfaat dan mempermudah sgala macam bentuk pembayaran..aplkasi ini pun mudah d.gunakan tidak ribet.,aplikasi  benar  manfaat  mudah   bentuk bayar aplkasi   mudah   tidak ribet ,0,1,1,0
"Coba topup pake NFC g berhasil terus, udah hampir sebulan gt terus. Why?",coba isi pakai komunikasi jarak pendek gak hasil  udah  bulan gitu   ,0,-1,-1,0
"Suka banget sama aplikasi link aja, bermanfaat bgt buat aku karna tiap naik KRL selalu bayarnya pake LinkAja, the best emang ð",suka   aplikasi linkaja aja manfaat       kereta rel listrik  bayar pakai linkaja the baik emang ,0,1,1,0
"Kendala saat saya akan bertransaksi selalu gagal,permintaan transaksi anda tidak dapat di proses.selalu saja begitu.tolong di perbaiki sistem ini,biar semua pengguna aplikasi ini senang dan dapat memperbaiki ulang nilai aplikasi terimakasih",kendala    transaksi  gagal minta transaksi  tidak   proses    tolong  baik sistem  biar  guna aplikasi  senang   baik ulang nilai aplikasi terimakasih,0,-1,-1,0
"1.Aplikasi dompet digital yang tak Sesuai sama iklan , 2.biaya nelpon operator mahal btul + layanannya operator nya bikin rugii 3. Paling sering gangguan. Yng penggunaan banking hati-hati kalo mau tf ke link aja , di riwayat banking sukses, di buka link aja ga ada masuk uangnya , paling sering pokonya , SAYA ADA BUKTI KALO KALIAN GA PERCYA BISA SAYA BUKTIKAN, AWAL MULAI APLIKASI INI KELUAR LANCAR, EH BEBERAPA TAHUN INI GA JELASSS SUMPAHH, KALIAN KALO PENGIN UNTUNG ITU CRI DUIT YNG HALAL", aplikasi dompet digital   sesuai  iklan biaya nelpon operator mahal  layan operator  bikin rugi   ganggu  guna perban hati hati   transfer  linkaja aja  riwayat perban sukses  buka linkaja aja ga  masuk uang   pokok   bukti   ga percaya   bukti   aplikasi   lancar     ga  sumpah    untung  cari duit  halal,0,-1,-1,0
no hp yg udha daftar gak bisa masuk ketika udh masuk risert pin malah muncul?coba lagi ganggguan,nomor telepon  udah daftar gak  masuk  udah masuk reset pin  muncul coba  ganggguan,0,-1,-1,0
Aplikasi yang menyebalkan .. di hubungi gak bisa di live chat gak bisa lewat email gak di bales . . Akun link aja saya sudah 4 hari gak bisa buat transfer kesesama link aja maupun ke bank lain.. di hubungi gak ada respon sama sekali.. limit masih ada . Sinyal bagus tep gak bisa .. parah habis,aplikasi  sebal  hubung gak   langsung obrol gak   email gak  bales akun linkaja aja    gak   transfer  linkaja aja   bank   hubung gak  respon   limit   sinyal bagus  gak  parah habis,-1,-1,-1,0
Beli token listrik disini tokennya tdk dpt dimasukkan alias gagal trs mau komplen ribet susah dan lama tanggapannya. Sering eror juga aplikasinya mau upgred tdk bsa.,beli token listrik  token tidak  masuk alias gagal   komplain ribet susah  lama tanggap  rusak  aplikasi  tingkat tidak  ,-1,-1,-1,0
"ini aplikasi sangat sangat mendukung kaum mager menurut akuu, mau apa aja bisaaa. kalo lagi mager keluar buat beli pulsa tinggal klik aja apk inii hihihi", aplikasi   dukung kaum mager     aja    mager   beli pulsa tinggal tekan aja aplikasi  hihihi,0,1,1,0
"Ko jd makin ribed,isi etol skrg ga bs dgn alasan dlm perbaikan..upgrade data diri ga masuk2", jd  ribet isi tol elektronik  ga   alas  baik upgrade data  ga masuk ,0,-1,-1,0
Saya sudah top up dan berhasil Tapi mau masuk ke apk nya gagal terus,  mantap   hasil   masuk  aplikasi  gagal ,0,-1,-1,0
"Aplikasi Link Aja Keren banget, bisa dipakai untuk pembayaran tiket commuter line, Bisa Beli Token dengan mudah, serta aplikasinya sangat lengkap kebutuhan",aplikasi linkaja aja keren   pakai  bayar tiket commuter jalur  beli token  mudah  aplikasi  lengkap butuh,0,1,1,0
"aplikasinya memudahkan banget buat segala urusan, bisa buat bayar pulsa, sekolah, bayar gojek dan yang suka jalan"" wajib banget download karena semua transportasi bisa dapetin tiket lewat LinkAja!",aplikasi mudah    urus   bayar pulsa sekolah bayar gojek   suka jalan wajib  unduh   transportasi  dapetin tiket  linkaja ,0,1,1,0
"Penanganan keluhan sangat lama, tidak bisa langsung chat ke CS, terlalu ribet.",tangan keluh  lama tidak  langsung obrol  layan langgan  ribet ,-1,0,-1,0
Customer link aja ada apa enggak ya.. saya email kok gak balas2. . saya mau komplain upgrade full service tidak ada respon,customer linkaja aja      email  gak balas   komplain tingkat penuh servis tidak  respon,-1,0,-1,-1
Kalo ada masalah pengembalian uang aplikasai ini paling gak enak.. Soalnya tidak memberikan uang kembali sampai batas waktunya samapai 3 kali 24 jam.. Tolong di perbaiki,   kembali uang aplikasi   gak enak  tidak  uang   batas   kali jam tolong  baik,0,-1,-1,0
"Aplikasi sangat buruk, sangat susah terhubung dengan customer service secara langsung, akun belum terverivikasi padahal sudah 5 hari",aplikasi  buruk  susah hubung  customer servis  langsung akun  verifikasi   ,-1,0,-1,-1
"Saya saranin jangan di download nanti anda menyesal,upgradenya lama sampe 1 minggu tetap aja masih basic,karyawannya yg jawab chat sama email itu bukan orang tapi setan otomatis. Jangan harap link aja jadi tambah besar kalo pelayanan masih sampah Nyesel download Habis sudah kesabaran ku Aplikasi Anjiiiiing", saranin jangan  unduh   sesal tingkat lama  minggu  aja   karyawan   obrol  email   orang  setan otomatis jangan harap linkaja aja     layan  sampah nyesal unduh habis  sabar ku aplikasi anjiiiiing,0,0,-1,-1
"Keren LinkAja. Sangat praktis untuk transfer, beli pulsa, kuota internet, dll. Terimakasih LinkAja!!",keren linkaja  praktis  transfer beli pulsa kuota internet    terimakasih linkaja ,0,1,1,0
"Aplikasi ini ringan,ada berbagai macam fitur dan mudah dimengerti,ada banyak layanan yg membantu kita dlm transaksi sehari2,",aplikasi  ringan    fitur  mudah erti   layan  bantu   transaksi hari ,0,1,1,0
"Aplikasi sampah,,entah kemana pergi nya uang saya,udah 4 hari transaksi pending,saldo udah terpotong. Chat cs,gak ada respon,tlfn cs malah ngabisin pulsa aja... Aplikasih gak guna...",aplikasi sampah  mana pergi  uang  udah  transaksi tunda saldo udah potong obrol layan langgan gak  respon telpon layan langgan  habisin pulsa aja aplikasi gak  ,-1,-1,-1,0
"Notifikasi nonghol terus. Minta bantu korban gempa lah ini lah,itu lah. Tapi sampai detik ini masih belum di upgrade. Sudah sebulan lebih",notifikasi nongol   bantu korban gempa        detik     tingkat  bulan ,0,0,1,-1
"Upgrade akun linkaja ke full service sangat lama, tidak ada kejelasan mengenai proses upgrade nya",tingkat akun linkaja  penuh servis  lama tidak  jelas  proses tingkat ,0,0,-1,-1
Habis top up 3x saldo ga nambah..di coba logout malah ga di buka lagi alasan akun tidak dapat diakses..hubungi pusat,habis mantap   saldo ga nambah  coba   ga  buka  alas akun tidak  akses hubung pusat,-1,-1,-1,0
"Aplikasinya bagus, sangat mudah digunakan untuk pemula, aplikasi yang cocok digunakan untuk uang elektronik saat ini mudah digunakan untuk berbagai keperluan.",aplikasi bagus  mudah   mula aplikasi  cocok   uang elektronik   mudah    perlu ,0,1,1,0
"Pakai link aja udah dua tahunan, enak banget. Gampang top upnya juga mudah diakses apalagi kalo kehabisan pulsa sama paketan gak usah bingung keluar rumah.",pakai linkaja aja udah  tahun enak  gampang mantap saldo  mudah akses   habis pulsa  paket gak  bingung  rumah ,0,-1,1,0
"Uang saya kenapa tiba2 hilang csnya pun susah untuk di hubungi kembalikan uang saya Sudah top up Baru di pake beli pulsa udah gak ada uangnya Tolong csnya semua sibuk live chat gak pernah terhubung sama agent live chatnya,,,, mengecewakan",uang    hilang layan langgan  susah   hubung kembali uang   mantap    pakai beli pulsa udah gak  uang tolong layan langgan  sibuk langsung obrol gak  hubung  agen langsung chatnya kecewa,-1,-1,-1,0
"aplikasinya mudah digunakan, tampilan ringan sehingga mudah dipahami user baru",aplikasi mudah  tampil ringan  mudah paham guna ,0,1,1,0
"aplikasinya gampang banget, praktis buat ngajarin ke orang tua juga gampang. udah buruan download, jadi bisa transaksi kapanpun dan dimanapun",aplikasi gampang  praktis  ngajarin  orang tua  gampang udah buru unduh   transaksi   mana,0,1,1,0
Aplikasinya sangat membantu sekali untuk bertransaksi segala keperluan jadi lebih mudah dan praktis aja dan gak repot.,aplikasi  bantu   transaksi  perlu   mudah  praktis aja  gak repot ,0,1,1,0
Linkaja bagus ..tapi jelekx kalo ada kendala gk bisa lasung atasi ..saya sudah email telpn live chat tapi gk di tanggapi prihal saya gk bisa gunakan fitur krim uang,linkaja bagus  jelek   kendala gak  langsung atas   email telpon langsung obrol  gak  tanggap perihal  gak   fitur kirim uang,-1,-1,-1,0
"Pengiriman bank virtual Pending sampe seharian, padahal transaksi nya sangat di butuhkan, pas live chat ga ada respon telfon ga nyambung lewat gmail ga ada respon, jujur lebih nyaman ewalet sebelh klo ada kendala 1 jam dana kembali ini sudah 24 jam tidak ada solusi dan saldo tidak kembali sangat buruk pelayanan nya",kirim bank virtual tunda  hari  transaksi    butuh pas langsung obrol ga  respon telpon ga nyambung  gmail ga  respon jujur  nyaman dompet digital belah   kendala jam dana    jam tidak  solusi  saldo tidak   buruk layan ,-1,-1,-1,0
"Mau riset akun yang terblokir gak bisa terus, chat gak pernah tersambung dengan operator, telpon juga gak d angkat malah ngabisin pulsa, kayak aplikasi murahan ini, gak siap untuk melayani keluhan.", riset akun  blokir gak   obrol gak  sambung  operator telpon  gak  angkat  habisin pulsa kayak aplikasi murah  gak   layan keluh ,-1,0,-1,0
"Kok setelah update jadi yang baru, malah ga bisa masuk ya? Akun terkunci. Cs nya pun ga bisa di hubungi. Terus saya harus bagaimana? Saldo saya dimana? Data akun saya kemana? Di benerin nya kapan? Bos nya siapa?",  baharu     ga  masuk  akun kunci layan langgan   ga   hubung     saldo  mana data akun  mana  benerin   bos   ,0,-1,-1,0
"Satu bintang dulu karena aplikasi eror tidak bisa reset pin akun yang terblokir, perbaiki lagi min supaya mempermudah pengguna dalam bertransaksi dan mudah untuk reset bila terblokir", bintang   aplikasi rusak tidak  reset pin akun  blokir baik  admin  mudah guna  transaksi  mudah  reset  blokir,0,-1,-1,0
"admin, mohon bantuannya, kenapa aplikasinya suka keluar sendiri, apakah perangkat saya yang tidak support? saya menggunakan Xiaomi Redmi S2",admin mohon bantu  aplikasi suka    perangkat   tidak dukung   xiaomi redmi  ,-1,1,-1,0
"sebagai pengguna lama yg udh full service saya suka pake linkaja aman aja ko segala transaksi dan uang kita jg aman terjaga,cuma mau verifikasi email yg gagal trs padahal saya udh 3 tahunan kali pake linkajað", guna lama  udah penuh servis  suka pakai linkaja aman aja   transaksi  uang   aman jaga   verifikasi email  gagal    udah tahun kali pakai linkaja ,0,-1,-1,0
Live Chat berkali kali ngga bisa. Selalu dalam anterian. Pas udah antri malah di putusin by sistem. Masalah belum disampein. Di hubungi susah,langsung obrol kali kali tidak    anterian pas udah antri   putusin  sistem   disampein  hubung susah,-1,0,-1,0
"Rekomended banget , pake linkAja .mempermudah kita traksaksi apapun itu dari beli token listrik isi kuota bayar gojek dll pokoknya mempermudah traksaksi kita deh.",rekomendasi  pakai linkaja mudah  transaksi apa   beli token listrik isi kuota bayar gojek    pokok mudah transaksi   ,0,1,1,0
"Tolong ni aplikasi gmn?? Reset pin kok susah banget, mau pemulihan akun gt jg, d suruh hbgi call centre gk ymbung2, saldo ud terisi 200rb, aplikasi gk bs kpake, rugi klo gni..",tolong ni aplikasi gmn reset pin  susah   pulih akun gitu   suruh hubung panggil pusat gak ymbung saldo udah isi  aplikasi gak  pakai rugi  gni ,-1,-1,-1,0
"Reset Pin susah sekali, sudah telfon CS berkaliÂ² malah bot terus yang angkat. Adakah solusi lain? Karna belum bisa login pada nomor yg digunakan.",reset pin susah   telpon layan langgan kali  robot   angkat ada solusi     masuk  nomor   ,-1,0,-1,0
"kenapa lama banget udah 1 bulan ugrade full service gak di proses2 min, udah ada saldo gak bisa digunakan, tolong respon", lama  udah  tingkat penuh servis gak  proses admin udah  saldo gak   tolong respon,0,0,-1,-1
"LinkAja aplikasi dompet digital, cocok bgttt buat kaum milinial yang sekarang serba digital gausa ribet bawa uang tunai, pendaftaran pun gak ribet sama sekalii, best dehh!!.",linkaja aplikasi dompet digital cocok   kaum milenial   serba digital gausa ribet bawa uang tunai daftar  gak ribet   baik dehh ,0,1,1,0
"tidak bisa reset akun, tulisannya sinyal ga stabil padahal sinyal udah bagus banget",tidak  reset akun tulis sinyal ga stabil  sinyal udah bagus ,0,-1,-1,0
"Aplikasi ini gk punya cs.. Upgrade susah.. Klo gk wajib pake apk ini buat pencairan uang gk bakal pake deh.. Ngehubungin statusnya dalam antrian sampe 3 jam lebih gk ada yg balas, kirim email juga sama aja.. Alhasih duit gk bisa cair ke rekening.. Payah bgt!!!",aplikasi  gak  cs tingkat susah  gak wajib pakai aplikasi   cair uang gak  pakai  hubung status  antri  jam  gak   balas kirim email   aja alhasih duit gak  cair  rekening payah bgt ,-1,0,-1,0
"Terimakasih linkaja, transaksi lebih mudah, dan pastinya banyak fiturÂ² menarik lainnya, sukses selalu",terimakasih linkaja transaksi  mudah    fitur tarik  sukses ,0,1,1,0
"Saya mau tanya, knpa saya isi saldo tidak masuk padahal dari pihak brilink transaksi berhasil dan keluar setruk juga sukses, tapi knpa saldo ku tidak ada masuk ya..? saya cek riwayat juga tidak masuk.. mohon keterangan terimakasih",     isi saldo tidak masuk    brilink transaksi hasil   setruk  sukses   saldo ku tidak  masuk   cek riwayat  tidak masuk mohon terang terimakasih,0,-1,-1,0
Aplikasi yg dibutuhkan dimasa sekarang buat orang2 yg males bawa cash kaya aku ini mending donwload link aja. Paling simpel emang cashless ga susah ko,aplikasi  butuh masa   orang  malas bawa tunai kaya   mending donwload linkaja aja  simpel emang nontunai ga susah ,0,1,1,0
Aplikasi ngak benar masak setiap firivikasi wajah ngak selalu gagal dan untuk hubungi live chat selalu ngk bisa,aplikasi  benar masak  verifikasi wajah   gagal   hubung langsung obrol   ,-1,-1,-1,-1
"Bagus, pelayanannya cepat.. Tingkatkan terus link aja",bagus layan cepat tingkat  linkaja aja,0,1,1,-1
